filename,class,xmin,ymin,xmax,ymax
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_4_wiener_filtered.jpg,node,12,1,31,23
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_50_wiener_filtered.jpg,node,39,43,49,50
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_51_wiener_filtered.jpg,node,12,10,50,35
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_52_wiener_filtered.jpg,node,40,22,50,32
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_52_wiener_filtered.jpg,node,40,8,50,22
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_52_wiener_filtered.jpg,node,19,22,33,32
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_52_wiener_filtered.jpg,node,11,32,22,41
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_52_wiener_filtered.jpg,node,2,40,12,48
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_56_wiener_filtered.jpg,node,1,1,11,13
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_56_wiener_filtered.jpg,node,4,16,14,26
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_56_wiener_filtered.jpg,node,1,28,11,38
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_56_wiener_filtered.jpg,node,12,41,23,50
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_56_wiener_filtered.jpg,node,13,7,42,43
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_58_wiener_filtered.jpg,node,1,1,50,28
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_59_wiener_filtered.jpg,node,7,29,18,40
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_61_wiener_filtered.jpg,node,22,21,33,29
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_61_wiener_filtered.jpg,node,12,5,22,18
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_61_wiener_filtered.jpg,node,1,6,9,17
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_65_wiener_filtered.jpg,node,1,12,16,19
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_68_wiener_filtered.jpg,node,21,20,31,30
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_71_wiener_filtered.jpg,node,1,29,8,39
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_71_wiener_filtered.jpg,node,36,1,50,8
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_71_wiener_filtered.jpg,node,5,46,12,50
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_71_wiener_filtered.jpg,node,3,3,13,10
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_75_wiener_filtered.jpg,node,7,18,31,35
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_78_wiener_filtered.jpg,node,19,21,32,30
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_78_wiener_filtered.jpg,node,23,39,31,46
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_78_wiener_filtered.jpg,node,6,26,14,33
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_7_wiener_filtered.jpg,node,11,20,46,50
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_80_wiener_filtered.jpg,node,26,36,37,46
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_80_wiener_filtered.jpg,node,21,22,36,32
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_80_wiener_filtered.jpg,node,5,5,16,13
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_80_wiener_filtered.jpg,node,42,14,50,24
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_80_wiener_filtered.jpg,node,1,33,9,46
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_82_wiener_filtered.jpg,node,3,14,16,50
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_83_wiener_filtered.jpg,node,14,26,26,34
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_83_wiener_filtered.jpg,node,14,34,25,44
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_85_wiener_filtered.jpg,node,32,36,46,47
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_85_wiener_filtered.jpg,node,13,41,26,50
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_85_wiener_filtered.jpg,node,20,22,34,33
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_85_wiener_filtered.jpg,node,6,15,20,27
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_86_wiener_filtered.jpg,node,26,1,35,7
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_86_wiener_filtered.jpg,node,8,1,17,8
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_86_wiener_filtered.jpg,node,1,6,16,17
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_87_wiener_filtered.jpg,node,28,33,45,49
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_87_wiener_filtered.jpg,node,40,21,50,30
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_87_wiener_filtered.jpg,node,20,21,29,30
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_87_wiener_filtered.jpg,node,1,1,28,8
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_88_wiener_filtered.jpg,node,9,8,16,16
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_89_wiener_filtered.jpg,node,27,7,40,22
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_89_wiener_filtered.jpg,node,28,44,36,50
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_8_wiener_filtered.jpg,node,39,19,48,29
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_90_wiener_filtered.jpg,node,19,21,32,35
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_90_wiener_filtered.jpg,node,33,14,50,33
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_90_wiener_filtered.jpg,node,17,1,40,7
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_90_wiener_filtered.jpg,node,1,1,18,42
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_91_wiener_filtered.jpg,node,25,35,35,47
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_91_wiener_filtered.jpg,node,19,20,30,31
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_91_wiener_filtered.jpg,node,30,16,49,42
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_92_wiener_filtered.jpg,node,14,17,34,34
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_94_wiener_filtered.jpg,node,4,4,38,39
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_95_wiener_filtered.jpg,node,21,32,34,44
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_95_wiener_filtered.jpg,node,21,44,37,50
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_95_wiener_filtered.jpg,node,16,16,31,30
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_9_wiener_filtered.jpg,node,43,34,50,49
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_9_wiener_filtered.jpg,node,1,1,9,5
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_9_wiener_filtered.jpg,node,1,6,33,43
